Year,Toy #,Col.#,Model Name,Series,Series #,Photo,Bild,, 
1997,,,FedEx World Service Center,World,,,,,
1997,,,Super Electronic Garage(reissue),World,,,,,
1997,,,Super Electronic City Center,World,,,,,
1997,,,Deluxe Train Set,World,,,,,
1997,,,Ultimate Ford Complex,World,,,,,
1997,,,Tri-Level Parking Garage,World,,,,,
1997,,,Ford Auto Assembly(reissue),World,,,,,
1997,,,FedEx World Service Center,World,,,,,
1997,,,Shell Gas Station,World,,,,,
1997,,,Ferrari Dealership,World,,,,,
1997,,,Deluxe World DowntownHot Wheels Diner (reissue of the 1997 McDonald's Restaurant with Hot Wheels Diner theming)Post Office (reissue of FedEx World Service Center with a post office theme)Gas Station (reissusue of the 1997 Gas Station with different colors and stickers),World,,,,,
1997,,,Car Crusher(reissue),World,,,,,
1997,,,Ultimate Hot Rod Racing,World,,,,,
1997,,,Draggin' Drive Thru,World,,,,,
1997,,,Highway Police Chase,World,,,,,
1997,,,Night Wrecker,World,,,,,
1997,,,Kool Toyz Racing Arena(reissue of Blimp Port),World,,,,,
1997,,,Kool Toyz Oil Refinery,World,,,,,
1997,,,America's Highway,World,,,,,
1997,,,NASCAR Playset,World,,,,,
1997,,,Super Sounds NASCAR Playset,World,,,,,
1997,,,Car Dealership,World,,,,,
1997,,,Deluxe World Train Set,World,,,,,
1997,,,Electronic PowerShift Garage,World,,,,,
1997,,,Shark Park,World,,,,,
1997,,,Ultimate Hot Rod Racing(reissue),World,,,,,
1997,,,Police Station(with Bank) (reissue),World,,,,,
1997,,,Hot Rod Boulevard,World,,,,,
1997,,,Gas Station(new design),World,,,,,
1997,,,Rescue Center(a reissue of the Small Police Station from 1997 with rescue-themed stickers and colors),World,,,,,
1997,,,McDonald's Restaurant(new design),World,,,,,
1997,,,Detail Center,World,,,,,
1997,,,Detail Center,World,,,,,
1997,,,Metro-Tech Police Force,World,,,,,
1997,,,Highway Police Chase,World,,,,,
1997,,,Auto Dealership(a reissue of the Ferrari Dealership without the Ferrari branding),World,,,,,
1997,,,Pro-Tune Auto Center(reissue of the NASCAR Playset without NASCAR branding),World,,,,,
1997,,,Super Highway(reissue),World,,,,,
1997,,,Super Police H.Q.,World,,,,,
1997,,,Infrared Power Express Train,World,,,,,
1997,,,Infrared Power Express Train,World,,,,,
1997,,,Ultimate Ford Complex(reissue),World,,,,,
1997,,,Gas Station(reissue of 2000 Gas Station with new stickers and colors),World,,,,,
1997,,,Power Shift Train Set,World,,,,,
1997,,,Crash Test,World,,,,,
1997,,,McDonald's Restaurant(reissue of 2000 McDonald's with new colors),World,,,,,
1997,,,America's Highway 9-in-1,World,,,,,
1997,,,Go-Kart Test Track,World,,,,,
1997,,,Nitro Hill Race,World,,,,,
1997,,,"Ultimate Service Center(Toys ""R"" Us Exclusive)",World,,,,,
1997,,,Deluxe World,World,,,,,
1997,,,Hot Wheels Garage,World,,,,,
1997,,,Deluxe Auto Chase(reissue of Highway Police Chase),World,,,,,
1997,,,Car Wash(reissue),World,,,,,
1997,,,Jet Port,World,,,,,
1997,,,Detail Center,World,,,,,
1997,,,Service Center,World,,,,,
1997,,,Speed Shift Duel,World,,,,,
1997,,,Cliff Race,World,,,,,
1997,,,Tow & Tune,World,,,,,
1997,,,Ultimate Service Station,World,,,,,
1997,,,Metro 3-PackDetail Center PlaysetCrash Test PlaysetCopter Chase Playset,World,,,,,
1997,,,Race & Chase(reissue of Police Chase),World,,,,,
1997,,,Metro City Police Force(a Heat Street series reissue of Metro-Tech Police Force with different colors and stickers),World,,,,,
1997,,,Copter Chase(Part of the Heat Street series),World,,,,,
1997,,,Bank Alarm(a Heat Street series reissue of the 1997 Police Station with new colors and stickers),World,,,,,
1997,,,McDonald's Restaurant(Heat Street series reissue),World,,,,,
1997,,,Detail Center(Heat Street reissue),World,,,,,
1997,,,Nitrox Mine(a Heat Street series reissue of the Cement Loading Dock in different colors and stickers),World,,,,,
1997,,,Tuner City,World,,,,,
1997,,,"Tiger Terror(although not a Hot Wheels World branded set,it is still compatible and can connect to other sets)",World,,,,,
1997,,,Freeway Chase,World,,,,,
1997,,,Drag Strip Duel,World,,,,,
1997,17417,,,Basic Pro Racing,,,,,
1997,17416,,,Basic Pro Racing,,,,,
1997,17416,,,Basic Pro Racing,,,,,
1997,17420,,,Basic Pro Racing,,,,,
1997,17419,,,Basic Pro Racing,,,,,
1997,18084,,,Basic Pro Racing,,,,,
1997,17812,,,Basic Pro Racing,,,,,
1997,17422,,,Basic Pro Racing,,,,,
1997,18085,,,Basic Pro Racing,,,,,
1997,17585,,,Basic Pro Racing,,,,,
1997,17813,,,Basic Pro Racing,,,,,
1997,17421,,,Basic Pro Racing,,,,,
1997,17418,,,Basic Pro Racing,,,,,
1997,17584,,,Basic Pro Racing,,,,,
1997,17584,,,Basic Pro Racing,,,,,
1997,8086,,,Basic Pro Racing,,,,,
1997,17587,,,Basic Pro Racing,,,,,
1997,17586,,,Basic Pro Racing,,,,,
1997,17818,,,Basic Pro Racing,,,,,
1997,17423,,,Basic Pro Racing,,,,,
1997,17417,,,Basic Pro Racing,,,,,
1997,17417,,,Basic Pro Racing,,,,,
1997,17420,,,Basic Pro Racing,,,,,
1997,20841,,,Basic Pro Racing,,,,,
1997,20841,,,Basic Pro Racing,,,,,
1997,17421,,,Basic Pro Racing,,,,,
1997,17421,,,Basic Pro Racing,,,,,
1997,17422,,,Basic Pro Racing,,,,,
1997,20080,,,Basic Pro Racing,,,,,
1997,20078,,,Basic Pro Racing,,,,,
1997,,,,Basic Pro Racing,,,,,
1997,17418,,,Basic Pro Racing,,,,,
1997,,,,Basic Pro Racing,,,,,
1997,,,,Basic Pro Racing,,,,,
1997,,,,Basic Pro Racing,,,,,
1997,20083,,,Basic Pro Racing,,,,,
1997,26241,,,Basic Pro Racing,,,,,
1997,,,,Basic Pro Racing,,,,,
1997,,,,Basic Pro Racing,,,,,
1997,,,,Basic Pro Racing,,,,,
1997,19115,,,Basic Pro Racing,,,,,
1997,19116,,,Basic Pro Racing,,,,,
1997,19117,,,Basic Pro Racing,,,,,
1997,19118,,,Basic Pro Racing,,,,,
1997,,,,Basic Pro Racing,,,,,
1997,,,,Basic Pro Racing,,,,,
1997,,,,Basic Pro Racing,,,,,
1997,,,,Basic Pro Racing,,,,,
1997,,,,Basic Pro Racing,,,,,
1997,,,,Basic Pro Racing,,,,,
1997,,,,Basic Pro Racing,,,,,
1997,,,,Basic Pro Racing,,,,,
1997,,,,Basic Pro Racing,,,,,
1997,,,,Basic Pro Racing,,,,,
1997,24147,,,Basic Pro Racing,,,,,
1997,,,,Basic Pro Racing,,,,,
1997,,,,Basic Pro Racing,,,,,
1997,,,,Basic Pro Racing,,,,,
1997,25597,,,Basic Pro Racing,,,,,
1997,25597,,,Basic Pro Racing,,,,,
1997,,,,Basic Pro Racing,,,,,
1997,23335,,,Basic Pro Racing,,,,,
1997,23334,,,Basic Pro Racing,,,,,
1997,,,,Basic Pro Racing,,,,,
1997,,,,Basic Pro Racing,,,,,
1997,,,,Basic Pro Racing,,,,,
1997,,,,Basic Pro Racing,,,,,
1997,,,,Basic Pro Racing,,,,,
1997,,,,Basic Pro Racing,,,,,
1997,,,,Basic Pro Racing,,,,,
1997,,,,Basic Pro Racing,,,,,
1997,,,,Basic Pro Racing,,,,,
1997,,,,Basic Pro Racing,,,,,
1997,,,,Basic Pro Racing,,,,,
1997,,,,Basic Pro Racing,,,,,
1997,,,,Basic Pro Racing,,,,,
1997,,,,Basic Pro Racing,,,,,
1997,,,,Basic Pro Racing,,,,,
1997,,,,Basic Pro Racing,,,,,
1997,,,,Basic Pro Racing,,,,,
1997,,,,Basic Pro Racing,,,,,
1997,,,,Basic Pro Racing,,,,,
1997,,,,Basic Pro Racing,,,,,
1997,,,,Basic Pro Racing,,,,,
1997,,,,Basic Pro Racing,,,,,
1997,,,,Basic Pro Racing,,,,,
1997,,,,Basic Pro Racing,,,,,
1997,,,,Basic Pro Racing,,,,,
1997,,,,Basic Pro Racing,,,,,
1997,,,,Basic Pro Racing,,,,,
1997,,,,Basic Pro Racing,,,,,
1997,,,,Basic Pro Racing,,,,,
1997,,,,Basic Pro Racing,,,,,
1997,,,,Basic Pro Racing,,,,,
1997,,,,Basic Pro Racing,,,,,
1997,,,,Basic Pro Racing,,,,,
1997,,,,Basic Pro Racing,,,,,
1997,,,,Basic Pro Racing,,,,,
1997,26676,,,Basic Pro Racing,,,,,
1997,26682,,,Basic Pro Racing,,,,,
1997,26675,,,Basic Pro Racing,,,,,
1997,26681,,,Basic Pro Racing,,,,,
1997,26678,,,Basic Pro Racing,,,,,
1997,26684,,,Basic Pro Racing,,,,,
1997,26677,,,Basic Pro Racing,,,,,
1997,26683,,,Basic Pro Racing,,,,,
1997,26674,,,Basic Pro Racing,,,,,
1997,22680,,,Basic Pro Racing,,,,,
1997,,,,Basic Pro Racing,,,,,
1997,,,,Basic Pro Racing,,,,,
1997,,,,Basic Pro Racing,,,,,
1997,,,,Basic Pro Racing,,,,,
1997,,,,Basic Pro Racing,,,,,
1997,,,,Basic Pro Racing,,,,,
1997,,,,Basic Pro Racing,,,,,
1997,,,,Basic Pro Racing,,,,,
1997,,,,Basic Pro Racing,,,,,
1997,,,,Basic Pro Racing,,,,,
1997,,,,Basic Pro Racing,,,,,
1997,,,,Basic Pro Racing,,,,,
1997,BA003-0910,,,Basic Pro Racing,,,,,
1997,,,,Basic Pro Racing,,,,,
1998,65867,,,Long Haulers,,,,,
1998,'57 Chevy,,,Long Haulers,,,,,
1998,65867,,,Long Haulers,,,,,
1998,Ambulance,,,Long Haulers,,,,,
1998,65867,,,Long Haulers,,,,,
1998,Dragster,,,Long Haulers,,,,,
1998,65867,,,Long Haulers,,,,,
1998,Rig Wrecker,,,Long Haulers,,,,,
1998,65867-91,,,Long Haulers,,,,,
1998,'57 T-Bird,,,Long Haulers,,,,,
1998,65867-91,,,Long Haulers,,,,,
1998,'58 Corvette,,,Long Haulers,,,,,
1998,65867-91,,,Long Haulers,,,,,
1998,'97 Corvette,,,Long Haulers,,,,,
1998,65867-91,,,Long Haulers,,,,,
1998,Sol-Aire CX-4,,,Long Haulers,,,,,
1998,65867-81,,,Long Haulers,,,,,
1998,25th Anniversary Lamborghini Countach,,,Long Haulers,,,,,
1998,65867-81,,,Long Haulers,,,,,
1998,Dragster,,,Long Haulers,,,,,
1998,65867-81,,,Long Haulers,,,,,
1998,Porsche 911 Targa,,,Long Haulers,,,,,
1998,65867-81,,,Long Haulers,,,,,
1998,Toyota MR2,,,Long Haulers,,,,,
1998,65867-82,,,Long Haulers,,,,,
1998,3-Window '34,,,Long Haulers,,,,,
1998,65867-82,,,Long Haulers,,,,,
1998,Dodge Viper RT/10,,,Long Haulers,,,,,
1998,65867-82,,,Long Haulers,,,,,
1998,Scorchin' Scooter,,,Long Haulers,,,,,
1998,65867-82,,,Long Haulers,,,,,
1998,Sol-Aire CX-4,,,Long Haulers,,,,,
1998,65715,,,Long Haulers,,,,,
1998,'58 Corvette,,,Long Haulers,,,,,
1998,,,,Long Haulers,,,,,
1998,'57 Chevy,,,Long Haulers,,,,,
1998,65612,,,Long Haulers,,,,,
1998,Dragster,,,Long Haulers,,,,,
1998,Long Haulerscasting,,,Long Haulers,,,,,
1998,,,,Long Haulers,,,,,
1998,'58 Corvette,,,Long Haulers,,,,,
1998,Long Haulers casting,,,Long Haulers,,,,,
1998,,,,Long Haulers,,,,,
1998,'58 Corvette,,,Long Haulers,,,,,
1998,Long Haulers casting,,,Long Haulers,,,,,
1998,65612,,,Long Haulers,,,,,
1998,Shadow Jet,,,Long Haulers,,,,,
1998,Long Haulers casting,,,Long Haulers,,,,,
1999,23435,,,Cop Rods,,,,,
1999,23436,,,Cop Rods,,,,,
1999,23437,,,Cop Rods,,,,,
1999,23438,,,Cop Rods,,,,,
1999,23439,,,Cop Rods,,,,,
1999,23440,,,Cop Rods,,,,,
1999,23441,,,Cop Rods,,,,,
1999,23442,,,Cop Rods,,,,,
1999,23443,,,Cop Rods,,,,,
1999,23444,,,Cop Rods,,,,,
1999,23445,,,Cop Rods,,,,,
1999,23446,,,Cop Rods,,,,,
1999,23447,,,Cop Rods,,,,,
1999,23448,,,Cop Rods,,,,,
1999,23449,,,Cop Rods,,,,,
1999,23450,,,Cop Rods,,,,,
1999,26605,,,Cop Rods,,,,,
1999,26606,,,Cop Rods,,,,,
1999,26607,,,Cop Rods,,,,,
1999,26608,,,Cop Rods,,,,,
1999,26609,,,Cop Rods,,,,,
1999,26610,,,Cop Rods,,,,,
1999,26611,,,Cop Rods,,,,,
1999,26612,,,Cop Rods,,,,,
1999,26613,,,Cop Rods,,,,,
1999,26614,,,Cop Rods,,,,,
1999,26615,,,Cop Rods,,,,,
1999,26616,,,Cop Rods,,,,,
1999,26617,,,Cop Rods,,,,,
1999,26618,,,Cop Rods,,,,,
1999,26619,,,Cop Rods,,,,,
1999,26620,,,Cop Rods,,,,,
1999,21339,,Range Rover,Final Run,01/12,,,,
1999,21340,,Mercedes 380 SEL,Final Run,02/12,,,,
1999,21341,,Kenworth T600A,Final Run,03/12,,,,
1999,21342,,Street Beast,Final Run,04/12,,,,
1999,21343,,Street Roader,Final Run,05/12,,,,
1999,21344,,Stutz Blackhawk,Final Run,06/12,,,,
1999,21345,,Pontiac Salsa,Final Run,07/12,,,,
1999,21346,,'93 Camaro,Final Run,08/12,,,,
1999,21349,,Mercedes 540K,Final Run,09/12,,,,
1999,21348,,Custom Corvette,Final Run,10/12,,,,
1999,21347,,Tank Truck,Final Run,11/12,,,,
1999,21350,,Alien,Final Run,12/12,,,,
1999,26992,001,Mercedes-Benz Unimog,Final Run,,,,,
1999,26993,002,'55 Chevy,Final Run,,,,,
1999,26994,003,Gulch Stepper,Final Run,,,,,
1999,26995,004,Ramp Truck,Final Run,,,,,
1999,26996,005,Ultralite,Final Run,,,,,
1999,26997,006,Porsche 911,Final Run,,,,,
1999,26998,007,Hot Wheels 500,Final Run,,,,,
1999,26999,008,Garbage Truck,Final Run,,,,,
1999,27000,009,Radar Ranger,Final Run,,,,,
1999,27001,010,BMW 850i,Final Run,,,,,
1999,27002,011,XT-3,Final Run,,,,,
1999,27003,012,Skullrider,Final Run,,,,,
1999,55811,001,Porsche 928,Final Run,,,,,
1999,55815,005,Spin Out,Final Run,,,,,
1999,55816,006,Firebird Funny Car,Final Run,,,,,
1999,57122,195,Rig Wrecker,Final Run,01/12,,,,
1999,57131,196,Ambulance,Final Run,02/12,,,,
1999,57141,197,Mustang GT 1996,Final Run,03/12,,,,
1999,57144,198,Dodge Charger Daytona 1969,Final Run,04/12,,,,
1999,57152,199,Twang Thang,Final Run,05/12,,,,
1999,57159,200,Ford Bronco,Final Run,06/12,,,,
1999,57166,201,Bywayman,Final Run,07/12,,,,
1999,57173,202,Duesenberg Model J 1931,Final Run,08/12,,,,
1999,57180,203,Lamborghini Diablo,Final Run,09/12,,,,
1999,57187,204,Porsche 911 Carrera,Final Run,10/12,,,,
1999,57188,205,Auburn 852,Final Run,11/12,,,,
1999,57189,206,GM Lean Machine,Final Run,12/12,,,,
1999,B3854,133,Hot Seat,Final Run,1/5,,,,
1999,B3855,134,Ferrari 308,Final Run,2/5,,,,
1999,B3856,135,Semi-Fast,Final Run,3/5,,,,
1999,B3857,136,Cat-A-Pult,Final Run,4/5,,,,
1999,B3858,137,Sonic Special,Final Run,5/5,,,,
1999,G6798,071,Thomassima III,Final Run,1/5,,,,
1999,G6799,072,Treadator,Final Run,2/5,,,,
1999,G6800,073,Buick Wildcat,Final Run,3/5,,,,
1999,G6801,074,Hydrojet,Final Run,4/5,,,,
1999,G6802,075,Big Chill,Final Run,5/5,,,,
1999,65867-83,,,Pavement Pounders,,,,,
1999,'57 Chevy,,,Pavement Pounders,,,,,
1999,65867-83,,,Pavement Pounders,,,,,
1999,Classic Cobra,,,Pavement Pounders,,,,,
1999,65867-83,,,Pavement Pounders,,,,,
1999,Porsche 911 Targa,,,Pavement Pounders,,,,,
1999,65867-83,,,Pavement Pounders,,,,,
1999,Scorchin' Scooter,,,Pavement Pounders,,,,,
1999,89850,,,Pavement Pounders,,,,,
1999,25th Anniversary Lamborghini Countach,,,Pavement Pounders,,,,,
1999,89850,,,Pavement Pounders,,,,,
1999,'55 Chevy,,,Pavement Pounders,,,,,
1999,89850,,,Pavement Pounders,,,,,
1999,'59 Caddy,,,Pavement Pounders,,,,,
1999,89850,,,Pavement Pounders,,,,,
1999,P-911,,,Pavement Pounders,,,,,
1999,89850-91,,,Pavement Pounders,,,,,
1999,'55 Chevy,,,Pavement Pounders,,,,,
1999,89850-91,,,Pavement Pounders,,,,,
1999,'80s Camaro,,,Pavement Pounders,,,,,
1999,89850-91,,,Pavement Pounders,,,,,
1999,Ferrari 348,,,Pavement Pounders,,,,,
1999,89850-91,,,Pavement Pounders,,,,,
1999,Mazda MX-5 Miata,,,Pavement Pounders,,,,,
1999,89850-92,,,Pavement Pounders,,,,,
1999,'55 Chevy,,,Pavement Pounders,,,,,
1999,89850-92,,,Pavement Pounders,,,,,
1999,'58 Corvette Coupe,,,Pavement Pounders,,,,,
1999,89850-92,,,Pavement Pounders,,,,,
1999,'67 Camaro,,,Pavement Pounders,,,,,
1999,89850-92,,,Pavement Pounders,,,,,
1999,1996 Mustang GT Coupe,,,Pavement Pounders,,,,,
1999,89850-93,,,Pavement Pounders,,,,,
1999,'57 T-Bird,,,Pavement Pounders,,,,,
1999,89850-93,,,Pavement Pounders,,,,,
1999,Dodge Viper RT/10,,,Pavement Pounders,,,,,
1999,89850-93,,,Pavement Pounders,,,,,
1999,Ferrari 348,,,Pavement Pounders,,,,,
1999,89850-93,,,Pavement Pounders,,,,,
1999,Sol-Aire CX-4,,,Pavement Pounders,,,,,
1999,89305,,,Pavement Pounders,,,,,
1999,'55 Chevy,,,Pavement Pounders,,,,,
1999,89306,,,Pavement Pounders,,,,,
1999,Dodge Viper RT/10,,,Pavement Pounders,,,,,
1999,89307,,,Pavement Pounders,,,,,
1999,Toyota MR2,,,Pavement Pounders,,,,,
1999,89308,,,Pavement Pounders,,,,,
1999,'59 Chevy Impala,,,Pavement Pounders,,,,,
1999,89309,,,Pavement Pounders,,,,,
1999,Scorchin' Scooter,,,Pavement Pounders,,,,,
1999,89310,,,Pavement Pounders,,,,,
1999,'67 Camaro,,,Pavement Pounders,,,,,
1999,89311,,,Pavement Pounders,,,,,
1999,'57 Chevy,,,Pavement Pounders,,,,,
1999,89312,,,Pavement Pounders,,,,,
1999,'57 T-Bird (1978),,,Pavement Pounders,,,,,
1999,89313,,,Pavement Pounders,,,,,
1999,3-Window '34,,,Pavement Pounders,,,,,
1999,89314,,,Pavement Pounders,,,,,
1999,'58 Corvette Coupe,,,Pavement Pounders,,,,,
1999,89043,,,Pavement Pounders,,,,,
1999,Maelstrom,,,Pavement Pounders,,,,,
1999,89044,,,Pavement Pounders,,,,,
1999,'41 Willys,,,Pavement Pounders,,,,,
1999,89045,,,Pavement Pounders,,,,,
1999,'40 Ford,,,Pavement Pounders,,,,,
1999,89046,,,Pavement Pounders,,,,,
1999,25th Anniversary Lamborghini Countach,,,Pavement Pounders,,,,,
1999,89047,,,Pavement Pounders,,,,,
1999,Twin Mill II,,,Pavement Pounders,,,,,
1999,89048,,,Pavement Pounders,,,,,
1999,'59 Chevy Impala,,,Pavement Pounders,,,,,
1999,89049,,,Pavement Pounders,,,,,
1999,Scorchin' Scooter,,,Pavement Pounders,,,,,
1999,89050,,,Pavement Pounders,,,,,
1999,Pikes Peak Celica,,,Pavement Pounders,,,,,
1999,89342,,,Pavement Pounders,,,,,
1999,'57 T-Bird (1978),,,Pavement Pounders,,,,,
1999,89343,,,Pavement Pounders,,,,,
1999,Dodge Viper RT/10,,,Pavement Pounders,,,,,
1999,89344,,,Pavement Pounders,,,,,
1999,'57 Chevy,,,Pavement Pounders,,,,,
1999,89345,,,Pavement Pounders,,,,,
1999,25th Anniversary Lamborghini Countach,,,Pavement Pounders,,,,,
1999,89346,,,Pavement Pounders,,,,,
1999,Scorchin' Scooter,,,Pavement Pounders,,,,,
1999,89347,,,Pavement Pounders,,,,,
1999,Toyota MR2,,,Pavement Pounders,,,,,
1999,89348,,,Pavement Pounders,,,,,
1999,25th Anniversary Lamborghini Countach,,,Pavement Pounders,,,,,
1999,89349,,,Pavement Pounders,,,,,
1999,'58 Corvette Coupe,,,Pavement Pounders,,,,,
1999,89350,,,Pavement Pounders,,,,,
1999,3-Window '34,,,Pavement Pounders,,,,,
1999,89351,,,Pavement Pounders,,,,,
1999,'59 Chevy Impala,,,Pavement Pounders,,,,,
1999,47032,,,Pavement Pounders,,,,,
1999,Pontiac Rageous,,,Pavement Pounders,,,,,
1999,47033,,,Pavement Pounders,,,,,
1999,Tail Dragger,,,Pavement Pounders,,,,,
1999,47034,,,Pavement Pounders,,,,,
1999,Propper Chopper,,,Pavement Pounders,,,,,
1999,47035,,,Pavement Pounders,,,,,
1999,Jet Threat 3.0,,,Pavement Pounders,,,,,
1999,47036,,,Pavement Pounders,,,,,
1999,Shadow Jet,,,Pavement Pounders,,,,,
1999,47037,,,Pavement Pounders,,,,,
1999,Limozeen,,,Pavement Pounders,,,,,
1999,47038,,,Pavement Pounders,,,,,
1999,Roll Cage,,,Pavement Pounders,,,,,
1999,47039,,,Pavement Pounders,,,,,
1999,Scorchin' Scooter,,,Pavement Pounders,,,,,
1999,47183,,,Pavement Pounders,,,,,
1999,Lotus M250,,,Pavement Pounders,,,,,
1999,47184,,,Pavement Pounders,,,,,
1999,Lotus Esprit,,,Pavement Pounders,,,,,
1999,47185,,,Pavement Pounders,,,,,
1999,Toyota Celica,,,Pavement Pounders,,,,,
1999,47186,,,Pavement Pounders,,,,,
1999,Cunningham C4R,,,Pavement Pounders,,,,,
1999,89049,,,Pavement Pounders,,,,,
1999,Scorchin' Scooter,,,Pavement Pounders,,,,,
1999,89050,,,Pavement Pounders,,,,,
1999,Pikes Peak Celica,,,Pavement Pounders,,,,,
1999,89283,,,Pavement Pounders,,,,,
1999,Porsche 911 Targa,,,Pavement Pounders,,,,,
1999,47075,,,Pavement Pounders,,,,,
1999,Limozeen,,,Pavement Pounders,,,,,
1999,47075,,,Pavement Pounders,,,,,
1999,Camaro Z-28,,,Pavement Pounders,,,,,
1999,L2545,,,Pavement Pounders,,,,,
1999,Scorchin' Scooter,,,Pavement Pounders,,,,,
1972,N/A,,Dodge Viper,Red Rooster,,,,,
1972,N/A,,Dodge Viper,Red Rooster,,,,,
1972,N/A,,Ferrari F50,Red Rooster,,,,,
1972,N/A,,Ferrari F50,Red Rooster,,,,,
1972,N/A,,Ferrari F50,Red Rooster,,,,,
1972,N/A,,Mercedes-Benz E-Class,Red Rooster,,,,,
1972,N/A,,Mercedes-Benz E-Class,Red Rooster,,,,,
1972,N/A,,Mercedes-Benz E-Class,Red Rooster,,,,,
1972,N/A,,VW New Beetle,Red Rooster,,,,,
1972,N/A,,VW New Beetle,Red Rooster,,,,,
1972,N/A,,VW New Beetle,Red Rooster,,,,,
1972,N/A,,Formula 1A,Red Rooster,,,,,
1972,N/A,,Formula 1B,Red Rooster,,,,,
1972,N/A,,Mercedes CLK-GTR,Red Rooster,,,,,
1972,N/A,,"""Hot Wheels"" Honda S2000",Red Rooster,,,,,
1972,N/A,,1934 Ford Hot Rod,Red Rooster,,,,,
2000,76983,,,Charawheels,,,,,
2000,76982,,,Charawheels,,,,,
2000,76984,,,Charawheels,,,,,
2000,76985,,,Charawheels,,,,,
2000,76986,,,Charawheels,,,,,
2000,78928,,,Charawheels,,,,,
2000,78929,,,Charawheels,,,,,
2000,78926,,,Charawheels,,,,,
2000,78927,,,Charawheels,,,,,
2000,78931,,,Charawheels,,,,,
2000,78932,,,Charawheels,,,,,
2000,01590,,,Charawheels,,,,,
2000,78930,,,Charawheels,,,,,
2000,78933,,,Charawheels,,,,,
2000,78973,,,Charawheels,,,,,
2000,01591,,,Charawheels,,,,,
2000,01592,,,Charawheels,,,,,
2000,01593,,,Charawheels,,,,,
2000,01594,,,Charawheels,,,,,
2000,03272,,,Charawheels,,,,,
2000,78972,,,Charawheels,,,,,
2000,00379,,,Charawheels,,,,,
2000,05304,,,Charawheels,,,,,
2000,05305,,,Charawheels,,,,,
2000,05306,,,Charawheels,,,,,
2000,07591,,,Charawheels,,,,,
2000,07594,,,Charawheels,,,,,
2000,07595,,,Charawheels,,,,,
2000,07593,,,Charawheels,,,,,
2000,07597,,,Charawheels,,,,,
2000,08921,,,Charawheels,,,,,
2000,08907,,,Charawheels,,,,,
2000,08908,,,Charawheels,,,,,
2000,08909,,,Charawheels,,,,,
2000,08910,,,Charawheels,,,,,
2000,08911,,,Charawheels,,,,,
2000,08912,,,Charawheels,,,,,
2000,N/A,,,Charawheels,,,,,
2000,08918,,,Charawheels,,,,,
2000,08919,,,Charawheels,,,,,
2000,08920,,,Charawheels,,,,,
2000,17017,,,Charawheels,,,,,
2000,10630,,,Charawheels,,,,,
2000,10626,,,Charawheels,,,,,
2000,10627,,,Charawheels,,,,,
2000,10632,,,Charawheels,,,,,
2000,17016,,,Charawheels,,,,,
2000,98733,,,Charawheels,,,,,
2000,07593,,,Charawheels,,,,,
2000,98734,,,Charawheels,,,,,
2000,08916,,,Charawheels,,,,,
2000,07592,,,Charawheels,,,,,
2000,07598,,,Charawheels,,,,,
2000,16656,,,Charawheels,,,,,
2000,08923,,,Charawheels,,,,,
2000,23256,,,Charawheels,,,,,
2000,10629,,,Charawheels,,,,,
2000,10628,,,Charawheels,,,,,
2000,17949,,,Charawheels,,,,,
2000,17948,,,Charawheels,,,,,
2000,17950,,,Charawheels,,,,,
2000,17951,,,Charawheels,,,,,
2000,17019,,,Charawheels,,,,,
2000,17947,,,Charawheels,,,,,
2000,17992,,,Charawheels,,,,,
2000,17993,,,Charawheels,,,,,
2000,18003,,,Charawheels,,,,,
2000,07597,,,Charawheels,,,,,
2000,21997,,,Charawheels,,,,,
2000,22287,,,Charawheels,,,,,
2000,22913,,,Charawheels,,,,,
2000,11665,,,Charawheels,,,,,
2000,17015,,,Charawheels,,,,,
2003,B2264,,,100% Preferred,1/4,,,,
2003,B2264,,,100% Preferred,1/4,,,,
2003,B2265,,,100% Preferred,2/4,,,,
2003,B2265,,,100% Preferred,2/4,,,,
2003,B2266,,,100% Preferred,3/4,,,,
2003,B2266,,,100% Preferred,3/4,,,,
2003,B2267,,,100% Preferred,4/4,,,,
2003,B2267,,,100% Preferred,4/4,,,,
2003,56595,,,100% Preferred,1/4,,,,
2003,56595,,,100% Preferred,1/4,,,,
2003,56596,,,100% Preferred,2/4,,,,
2003,56596,,,100% Preferred,2/4,,,,
2003,56597,,,100% Preferred,3/4,,,,
2003,56597,,,100% Preferred,3/4,,,,
2003,56598,,,100% Preferred,4/4,,,,
2003,56598,,,100% Preferred,4/4,,,,
2003,B2268,,,100% Preferred,1/4,,,,
2003,B2268,,,100% Preferred,1/4,,,,
2003,B2269,,,100% Preferred,2/4,,,,
2003,B2269,,,100% Preferred,2/4,,,,
2003,B2270,,,100% Preferred,3/4,,,,
2003,B2270,,,100% Preferred,3/4,,,,
2003,B2271,,,100% Preferred,4/4,,,,
2003,B2271,,,100% Preferred,4/4,,,,
2003,56587,,,100% Preferred,1/4,,,,
2003,56587,,,100% Preferred,1/4,,,,
2003,56588,,,100% Preferred,2/4,,,,
2003,56588,,,100% Preferred,2/4,,,,
2003,56589,,,100% Preferred,3/4,,,,
2003,56589,,,100% Preferred,3/4,,,,
2003,56590,,,100% Preferred,4/4,,,,
2003,56590,,,100% Preferred,4/4,,,,
2003,B2272,,,100% Preferred,1/4,,,,
2003,B2272,,,100% Preferred,1/4,,,,
2003,B2273,,,100% Preferred,2/4,,,,
