Year,Toy #,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
2022,HCT30,,,,,,,,,
2022,HCX42,,,,,,,,,
2022,HCT73,,,,,,,,,
2022,HCV62,,,,,,,,,
2022,HCV37,,,,,,,,,
2022,HCY68,,,,,,,,,
2022,HCX81,,,,,,,,,
2022,HCV68,,,,,,,,,
2022,HCX82,,,,,,,,,
2022,HCT60,,,,,,,,,
2022,HCT91,,,,,,,,,
2022,HCX64,,,,,,,,,
2022,HCV94,,,,,,,,,
2022,HCY38,,,,,,,,,
2022,HCT44,,,,,,,,,
2022,HCV31,,,,,,,,,
2022,HCY69,,,,,,,,,
2022,HCT22,,,,,,,,,
2022,HCX85,,,,,,,,,
2022,HCX98,,,,,,,,,
2022,HCV20,,,,,,,,,
2022,HCX72,,,,,,,,,
2022,HCV34,,,,,,,,,
2022,HCY13,,,,,,,,,
2022,HCX02,,,,,,,,,
2022,HCT09,,,,,,,,,
2022,HCX54,,,,,,,,,
2022,HCT11,,,,,,,,,
2022,HCX78,,,,,,,,,
2022,HCW35,,,,,,,,,
2022,HCX79,,,,,,,,,
2022,HCW24,,,,,,,,,
2022,HCV88,,,,,,,,,
2022,HCX80,,,,,,,,,
2022,HCV80,,,,,,,,,
2022,HCY40,,,,,,,,,
2022,HCV71,,,,,,,,,
2022,HCT88,,,,,,,,,
2022,HCV90,,,,,,,,,
2022,HCW50,,,,,,,,,
2022,HCW43,,,,,,,,,
2022,HCT17,,,,,,,,,
2022,HCT02,,,,,,,,,
2022,HCW26,,,,,,,,,
2022,HCY02,,,,,,,,,
2022,HCT45,,,,,,,,,
2022,HCV82,,,,,,,,,
2022,HCY67,,,,,,,,,
2022,HCV16,,,,,,,,,
2022,HCW28,,,,,,,,,
2022,HCY19,,,,,,,,,
2022,HCV72,,,,,,,,,
2022,HCY41,,,,,,,,,
2022,HCY04,,,,,,,,,
2022,HCT29,,,,,,,,,
2022,HCT12,,,,,,,,,
2022,HCW45,,,,,,,,,
2022,HCW41,,,,,,,,,
2022,HCT69,,,,,,,,,
2022,HCY22,,,,,,,,,
2022,HCT07,,,,,,,,,
2022,HCW27,,,,,,,,,
2022,HCT87,,,,,,,,,
2022,HCT20,,,,,,,,,
2022,HCV35,,,,,,,,,
2022,HCV96,,,,,,,,,
2022,HCW30,,,,,,,,,
2022,HCV59,,,,,,,,,
2022,HCV75,,,,,,,,,
2022,HCY21,,,,,,,,,
2022,HCT19,,,,,,,,,
2022,HCT43,,,,,,,,,
2022,HCY00,,,,,,,,,
2022,HCT62,,,,,,,,,
2022,HCV79,,,,,,,,,
2022,HCV18,,,,,,,,,
2022,HCV30,,,,,,,,,
2022,HCX95,,,,,,,,,
2022,HCT25,,,,,,,,,
2022,HCT00,,,,,,,,,
2022,HCV81,,,,,,,,,
2022,HCY23,,,,,,,,,
2022,HCW36,,,,,,,,,
2022,HCW29,,,,,,,,,
2021,GRX19,,,,,,,,,
2021,GRX64,,,,,,,,,
2021,GTC50,,,,,,,,,
2021,GRX65,,,,,,,,,
2021,GTB58,,,,,,,,,
2021,GTD54,,,,,,,,,
2021,GRX70,,,,,,,,,
2021,GTD49,,,,,,,,,
2021,GTC49,,,,,,,,,
2021,GRX72,,,,,,,,,
2021,GTC23,,,,,,,,,
2021,GRX73,,,,,,,,,
2021,GTC18,,,,,,,,,
2021,GTD57,,,,,,,,,
2021,GRX79,,,,,,,,,
2021,GTC19,,,,,,,,,
2021,GRX86,,,,,,,,,
2021,GTB54,,,,,,,,,
2021,GRX91,,,,,,,,,
2021,GTD50,,,,,,,,,
2021,GTB87,,,,,,,,,
2021,GRX90,,,,,,,,,
2021,GTB88,,,,,,,,,
2021,GRX37,,,,,,,,,
2021,GRX16,,,,,,,,,
2021,GRX41,,,,,,,,,
2021,GTB69,,,,,,,,,
2021,GTD28,,,,,,,,,
2021,GRX98,,,,,,,,,
2021,GTC20,,,,,,,,,
2021,GRY07,,,,,,,,,
2021,GTC22,,,,,,,,,
2021,GRY11,,,,,,,,,
2021,GTB93,,,,,,,,,
2021,GRY13,,,,,,,,,
2021,GRY14,,,,,,,,,
2021,GRY32,,,,,,,,,
2021,GTB49,,,,,,,,,
2021,GRY31,,,,,,,,,
2021,GTC31,,,,,,,,,
2021,GRX39,,,,,,,,,
2021,GRY52,,,,,,,,,
2021,GTC36,,,,,,,,,
2021,GRY55,,,,,,,,,
2021,GTD10,,,,,,,,,
2021,GTD24,,,,,,,,,
2021,GRY60,,,,,,,,,
2021,GTC39,,,,,,,,,
2021,GRX29,,,,,,,,,
2021,GTB71,,,,,,,,,
2021,GRY61,,,,,,,,,
2021,GTC71,,,,,,,,,
2021,GRY68,,,,,,,,,
2021,GTD51,,,,,,,,,
2021,GTB50,,,,,,,,,
2021,GTC96,,,,,,,,,
2021,GRY82,,,,,,,,,
2021,GTC43,,,,,,,,,
2021,GRY98,,,,,,,,,
2021,GTB26,,,,,,,,,
2021,GTD14,,,,,,,,,
2021,GTC14,,,,,,,,,
2021,GRX66,,,,,,,,,
2021,GTC26,,,,,,,,,
2021,GTD26,,,,,,,,,
2021,GRX67,,,,,,,,,
2021,GTD35,,,,,,,,,
2021,GTC17,,,,,,,,,
2021,GRX74,,,,,,,,,
2021,GRX75,,,,,,,,,
2021,GTC27,,,,,,,,,
2021,GRX80,,,,,,,,,
2021,GTC28,,,,,,,,,
2021,GRX92,,,,,,,,,
2021,GTC99,,,,,,,,,
2021,GTD15,,,,,,,,,
2021,GRX94,,,,,,,,,
2021,GTD52,,,,,,,,,
2021,GRX96,,,,,,,,,
2021,GRY01,,,,,,,,,
2021,GTC21,,,,,,,,,
2021,GTC84,,,,,,,,,
2021,GRY15,,,,,,,,,
2021,GRY26,,,,,,,,,
2021,GTC62,,,,,,,,,
2021,GRY33,,,,,,,,,
2021,GTB96,,,,,,,,,
2021,GTD27,,,,,,,,,
2021,GRY56,,,,,,,,,
2021,GTC38,,,,,,,,,
2021,GRY69,,,,,,,,,
2021,GTB51,,,,,,,,,
2021,GRY77,,,,,,,,,
2021,GRY78,,,,,,,,,
2021,GRY81,,,,,,,,,
2021,GRX21,,,,,,,,,
2021,GTB84,,,,,,,,,
2021,GRX51,,,,,,,,,
2021,GTB59,,,,,,,,,
2021,GTD45,,,,,,,,,
2021,GRX76,,,,,,,,,
2021,GTC24,,,,,,,,,
2021,GRX77,,,,,,,,,
2021,GTC80,,,,,,,,,
2021,GRX81,,,,,,,,,
2021,GRX82,,,,,,,,,
2021,GTC61,,,,,,,,,
2021,GRX87,,,,,,,,,
2021,GTB55,,,,,,,,,
2021,GTB56,,,,,,,,,
2021,GRX89,,,,,,,,,
2021,GTC82,,,,,,,,,
2021,GTD25,,,,,,,,,
2021,GRX60,,,,,,,,,
2021,GTB65,,,,,,,,,
2021,GTD31,,,,,,,,,
2021,GRX99,,,,,,,,,
2021,GTB89,,,,,,,,,
2021,GRY08,,,,,,,,,
2021,GTB92,,,,,,,,,
2021,GTD60,,,,,,,,,
2021,GRY10,,,,,,,,,
2021,GRY16,,,,,,,,,
2021,GRY27,,,,,,,,,
2021,GTC63,,,,,,,,,
2021,GRY29,,,,,,,,,
2021,GTB95,,,,,,,,,
2021,GTC88,,,,,,,,,
2021,GRY38,,,,,,,,,
2021,GTD16,,,,,,,,,
2021,GTC56,,,,,,,,,
2021,GRY40,,,,,,,,,
2021,GTB52,,,,,,,,,
2021,GRY42,,,,,,,,,
2021,GTD18,,,,,,,,,
2021,GTB98,,,,,,,,,
2021,GRY51,,,,,,,,,
2021,GTB99,,,,,,,,,
2021,GRY53,,,,,,,,,
2021,GTC37,,,,,,,,,
2021,GRY62,,,,,,,,,
2021,GTC40,,,,,,,,,
2021,GRY64,,,,,,,,,
2021,GRY70,,,,,,,,,
2021,GTD11,,,,,,,,,
2021,GRX45,,,,,,,,,
2021,GTB80,,,,,,,,,
2021,GRX44,,,,,,,,,
2021,GTB81,,,,,,,,,
2021,GRY99,,,,,,,,,
2021,GTC64,,,,,,,,,
2021,GTB29,,,,,,,,,
2021,GTC46,,,,,,,,,
2021,GTB33,,,,,,,,,
2021,GTD17,,,,,,,,,
2021,GTC66,,,,,,,,,
2021,GTB34,,,,,,,,,
2021,GTD41,,,,,,,,,
2021,GTC70,,,,,,,,,
2021,GRX69,,,,,,,,,
2021,GTD20,,,,,,,,,
2021,GTD56,,,,,,,,,
2021,GRX42,,,,,,,,,
2021,GTB61,,,,,,,,,
2021,GRX78,,,,,,,,,
2021,GTC25,,,,,,,,,
2021,GRX83,,,,,,,,,
2021,GRY00,,,,,,,,,
2021,GTC81,,,,,,,,,
2021,GRY05,,,,,,,,,
2021,GTB90,,,,,,,,,
2021,GRY04,,,,,,,,,
2021,GTC51,,,,,,,,,
2021,GTD59,,,,,,,,,
2021,GRX32,,,,,,,,,
2021,GTB72,,,,,,,,,
2021,GRY28,,,,,,,,,
2021,GTD12,,,,,,,,,
2021,GRY36,,,,,,,,,
2021,GRY46,,,,,,,,,
2021,GTD21,,,,,,,,,
2021,GTC57,,,,,,,,,
2021,GRY48,,,,,,,,,
2021,GRY57,,,,,,,,,
2021,GTD19,,,,,,,,,
2021,GTD47,,,,,,,,,
2021,GTC90,,,,,,,,,
2021,GRY65,,,,,,,,,
2021,GTC41,,,,,,,,,
2021,GRY73,,,,,,,,,
2021,GRY79,,,,,,,,,
2021,GTD22,,,,,,,,,
2021,GTC73,,,,,,,,,
2021,GTB00,,,,,,,,,
2021,GTC07,,,,,,,,,
2021,GTB24,,,,,,,,,
2021,GTB28,,,,,,,,,
2021,GTC48,,,,,,,,,
2021,GRX28,,,,,,,,,
2021,GTB86,,,,,,,,,
2021,GRX68,,,,,,,,,
2021,GTC79,,,,,,,,,
2021,GRX49,,,,,,,,,
2021,GTB63,,,,,,,,,
2021,GTC87,,,,,,,,,
2021,GRX88,,,,,,,,,
2021,GTB57,,,,,,,,,
2021,GRX31,,,,,,,,,
2021,GTD53,,,,,,,,,
2021,GTB66,,,,,,,,,
2021,GRX30,,,,,,,,,
2021,GTB67,,,,,,,,,
2021,GRX97,,,,,,,,,
2021,GRX26,,,,,,,,,
2021,GTB70,,,,,,,,,
2021,GRY09,,,,,,,,,
2021,GTC52,,,,,,,,,
2021,GRY12,,,,,,,,,
2021,GTD32,,,,,,,,,
2021,GTC53,,,,,,,,,
2021,GRY17,,,,,,,,,
2021,GRY30,,,,,,,,,
2021,GTC55,,,,,,,,,
2021,GRY34,,,,,,,,,
2021,GRY41,,,,,,,,,
2021,GTD07,,,,,,,,,
2021,GRY50,,,,,,,,,
2021,GTC35,,,,,,,,,
2021,GRX40,,,,,,,,,
2021,GTB78,,,,,,,,,
2021,GRY54,,,,,,,,,
2021,GTD33,,,,,,,,,
2021,GTC83,,,,,,,,,
2021,GRY58,,,,,,,,,
2021,GTC00,,,,,,,,,
2021,GRY63,,,,,,,,,
2021,GRY66,,,,,,,,,
2021,GTD42,,,,,,,,,
2021,GTC59,,,,,,,,,
2021,GRY71,,,,,,,,,
2021,GRY80,,,,,,,,,
2021,GRY83,,,,,,,,,
2021,GTC60,,,,,,,,,
2021,GTB01,,,,,,,,,
2021,GTC74,,,,,,,,,
2021,GTB05,,,,,,,,,
2021,GTD34,,,,,,,,,
2021,GTC08,,,,,,,,,
2021,GTB20,,,,,,,,,
2021,GTC13,,,,,,,,,
2021,GTB25,,,,,,,,,
2021,GTC45,,,,,,,,,
2021,GTD46,,,,,,,,,
2021,GTB30,,,,,,,,,
2021,GTC47,,,,,,,,,
2021,GTB35,,,,,,,,,
2021,GTC67,,,,,,,,,
2021,GRX71,,,,,,,,,
2021,GTD43,,,,,,,,,
2021,GTC65,,,,,,,,,
2021,GRX43,,,,,,,,,
2021,GTB62,,,,,,,,,
2021,GRX84,,,,,,,,,
2021,GRX93,,,,,,,,,
2021,GTC29,,,,,,,,,
2021,GRY03,,,,,,,,,
2021,GTD55,,,,,,,,,
2021,GRX46,,,,,,,,,
2021,GTC44,,,,,,,,,
2021,GTC92,,,,,,,,,
2021,GTB27,,,,,,,,,
2021,GTD00,,,,,,,,,
2021,GRX35,,,,,,,,,
2021,GTB74,,,,,,,,,
2021,GRX85,,,,,,,,,
2021,GRX54,,,,,,,,,
2021,GTB68,,,,,,,,,
2021,GRX38,,,,,,,,,
2021,GTC72,,,,,,,,,
2021,GRX95,,,,,,,,,
2021,GRY02,,,,,,,,,
2021,GTD09,,,,,,,,,
2021,GTC97,,,,,,,,,
2021,GRX59,,,,,,,,,
2021,GTB73,,,,,,,,,
2021,GRY35,,,,,,,,,
2021,GTB97,,,,,,,,,
2021,GRY49,,,,,,,,,
2021,GRY59,,,,,,,,,
2021,GTC58,,,,,,,,,
2021,GRY72,,,,,,,,,
2021,GTD40,,,,,,,,,
2021,GRY74,,,,,,,,,
2021,GTC01,,,,,,,,,
2021,GTB03,,,,,,,,,
2021,GTC09,,,,,,,,,
2021,GTB21,,,,,,,,,
2021,GTC75,,,,,,,,,
2021,GTB31,,,,,,,,,
2021,GTB32,,,,,,,,,
2021,GTC76,,,,,,,,,
2021,GRX52,,,,,,,,,
2021,GTB64,,,,,,,,,
2021,GTC94,,,,,,,,,
2021,GRX27,,,,,,,,,
2021,GTB75,,,,,,,,,
2021,GRY37,,,,,,,,,
2021,GTC33,,,,,,,,,
2021,GRY39,,,,,,,,,
2021,GTC32,,,,,,,,,
2021,GRX53,,,,,,,,,
2021,GTB85,,,,,,,,,
2021,GRY67,,,,,,,,,
2021,GTC42,,,,,,,,,
2021,GTB02,,,,,,,,,
2021,GTD04,,,,,,,,,
2021,GTB36,,,,,,,,,
2021,GTC77,,,,,,,,,
2021,GTB38,,,,,,,,,
2021,GTD23,,,,,,,,,
2021,GTC78,,,,,,,,,
2021,GTC89,,,,,,,,,
2021,GRX17,,,,,,,,,
2021,GRY06,,,,,,,,,
2021,GTB91,,,,,,,,,
2021,GRY18,,,,,,,,,
2021,GTC30,,,,,,,,,
2021,GRX24,,,,,,,,,
2021,GTB60,,,,,,,,,
2021,GRY44,,,,,,,,,
2021,GRY45,,,,,,,,,
2021,GTD08,,,,,,,,,
2021,GRX14,,,,,,,,,
2021,GTB77,,,,,,,,,
2021,GRY75,,,,,,,,,
2021,GTC02,,,,,,,,,
2021,GRY84,,,,,,,,,
2021,GTC03,,,,,,,,,
2021,GRY94,,,,,,,,,
2021,GTC05,,,,,,,,,
2021,GTB04,,,,,,,,,
2021,GTC10,,,,,,,,,
2021,GTB22,,,,,,,,,
2021,GRX20,,,,,,,,,
2021,GTB76,,,,,,,,,
2021,HCY48,,,,,,,,,
2021,GTB37,,,,,,,,,
2021,GTC69,,,,,,,,,
2021,GTD48,,,,,,,,,
2021,GTB39,,,,,,,,,
2021,GTC68,,,,,,,,,
2021,HCY46,,,,,,,,,
2021,GRX23,,,,,,,,,
2021,GTB53,,,,,,,,,
2021,GRY19,,,,,,,,,
2021,GRY43,,,,,,,,,
2021,GTC34,,,,,,,,,
2021,GRX50,,,,,,,,,
2021,GTB79,,,,,,,,,
2021,GRY92,,,,,,,,,
2021,GTC06,,,,,,,,,
2021,GTB06,,,,,,,,,
2021,GTD05,,,,,,,,,
2021,GRX33,,,,,,,,,
2021,GTB82,,,,,,,,,
2021,GTB08,,,,,,,,,
2021,GTC54,,,,,,,,,
2021,GTB16,,,,,,,,,
2021,GTC12,,,,,,,,,
2021,GTC93,,,,,,,,,
2021,GTB40,,,,,,,,,
2021,GTC16,,,,,,,,,
2021,GTB45,,,,,,,,,
2021,GTC15,,,,,,,,,
2021,GRX18,,,,,,,,,
2021,GRY20,,,,,,,,,
2021,GTD30,,,,,,,,,
2021,GRY21,,,,,,,,,
2021,GTB94,,,,,,,,,
2021,GRY47,,,,,,,,,
2021,GRX61,,,,,,,,,
2021,GRY76,,,,,,,,,
2021,GTC91,,,,,,,,,
2021,GRY85,,,,,,,,,
2021,GRY86,,,,,,,,,
2021,GTC04,,,,,,,,,
2021,GRY93,,,,,,,,,
2021,GTD58,,,,,,,,,
2021,GRY91,,,,,,,,,
2021,GRX63,,,,,,,,,
2021,GTC11,,,,,,,,,
2021,GRX48,,,,,,,,,
2021,GTB83,,,,,,,,,
2021,GTB09,,,,,,,,,
2021,GTB17,,,,,,,,,
2021,GTD02,,,,,,,,,
2021,GTB23,,,,,,,,,
2021,GTB42,,,,,,,,,
2021,GRX47,,,,,,,,,
2021,GRY87,,,,,,,,,
2021,GTD01,,,,,,,,,
2021,GTC95,,,,,,,,,
2021,GTB07,,,,,,,,,
2021,GRX62,,,,,,,,,
2021,GTB13,,,,,,,,,
2021,GTB11,,,,,,,,,
2021,GRX36,,,,,,,,,
2021,GTB43,,,,,,,,,
2021,GTD44,,,,,,,,,
2021,GTB44,,,,,,,,,
2021,GTD29,,,,,,,,,
2021,GTC85,,,,,,,,,
2021,GRX15,,,,,,,,,
2021,GRY23,,,,,,,,,
2021,GRY88,,,,,,,,,
2021,GRX25,,,,,,,,,
2021,GRY95,,,,,,,,,
2021,GTD03,,,,,,,,,
2021,GRX22,,,,,,,,,
2021,GTB12,,,,,,,,,
2021,GTB14,,,,,,,,,
2021,GTB19,,,,,,,,,
2021,GRX56,,,,,,,,,
2021,GTB41,,,,,,,,,
2021,GRY24,,,,,,,,,
2021,GTD06,,,,,,,,,
2021,GRX55,,,,,,,,,
2021,GRY89,,,,,,,,,
2021,GRX57,,,,,,,,,
2021,GRY96,,,,,,,,,
2021,GRY97,,,,,,,,,
2021,GTB10,,,,,,,,,
2021,GTB47,,,,,,,,,
2021,GTC98,,,,,,,,,
2021,GRY22,,,,,,,,,
2021,GRY25,,,,,,,,,
2021,GRX58,,,,,,,,,
2021,HCY47,,,,,,,,,
2021,GRY90,,,,,,,,,
2021,GRX34,,,,,,,,,
2021,HCY49,,,,,,,,,
2021,GTB15,,,,,,,,,
2021,GTC86,,,,,,,,,
2021,GTB18,,,,,,,,,
2021,GTB46,,,,,,,,,
2021,GTB48,,,,,,,,,
2021,GTD13,,,,,,,,,
2020,GHB45,,,,,,,,,
2020,GHD99,,,,,,,,,
2020,GHD03,,,,,,,,,
2020,GHG23,,,,,,,,,
2020,GHB91,,,,,,,,,
2020,GHG43,,,,,,,,,
2020,GHG13,,,,,,,,,
2020,GHB95,,,,,,,,,
2020,GHF65,,,,,,,,,
2020,GHG70,,,,,,,,,
2020,GHB97,,,,,,,,,
2020,GHG72,,,,,,,,,
2020,GHD70,,,,,,,,,
2020,GHB83,,,,,,,,,
2020,GHD91,,,,,,,,,
2020,GHC45,,,,,,,,,
2020,GHD93,,,,,,,,,
2020,GHB93,,,,,,,,,
2020,GLN68,,,,,,,,,
2020,GHF68,,,,,,,,,
2020,GHC11,,,,,,,,,
2020,GHF51,,,,,,,,,
2020,GHC51,,,,,,,,,
2020,GHG37,,,,,,,,,
2020,GHF22,,,,,,,,,
2020,GHC67,,,,,,,,,
2020,GHC80,,,,,,,,,
2020,GHF97,,,,,,,,,
2020,GHC81,,,,,,,,,
2020,GHD43,,,,,,,,,
2020,GHF25,,,,,,,,,
2020,GHD55,,,,,,,,,
2020,GHF72,,,,,,,,,
2020,GHC06,,,,,,,,,
2020,GHF26,,,,,,,,,
2020,GHC07,,,,,,,,,
2020,GHF69,,,,,,,,,
2020,GHC22,,,,,,,,,
2020,GHF29,,,,,,,,,
2020,GHC23,,,,,,,,,
2020,GHF73,,,,,,,,,
2020,GHG54,,,,,,,,,
2020,GHD51,,,,,,,,,
2020,GHF92,,,,,,,,,
2020,GHC70,,,,,,,,,
2020,GHF44,,,,,,,,,
2020,GHB42,,,,,,,,,
2020,GHF06,,,,,,,,,
2020,GHG40,,,,,,,,,
2020,GHB76,,,,,,,,,
2020,GHF10,,,,,,,,,
2020,GHD34,,,,,,,,,
2020,GHG69,,,,,,,,,
2020,GHF83,,,,,,,,,
2020,GHB82,,,,,,,,,
2020,GHF11,,,,,,,,,
2020,GHB88,,,,,,,,,
2020,GHF87,,,,,,,,,
2020,GHB89,,,,,,,,,
2020,GHF88,,,,,,,,,
2020,GHB90,,,,,,,,,
2020,GHF64,,,,,,,,,
2020,GHB98,,,,,,,,,
2020,GHF66,,,,,,,,,
2020,GHC43,,,,,,,,,
2020,GHF61,,,,,,,,,
2020,GHC47,,,,,,,,,
2020,GHD74,,,,,,,,,
2020,GHC50,,,,,,,,,
2020,GHG11,,,,,,,,,
2020,GHG61,,,,,,,,,
2020,GHC55,,,,,,,,,
2020,GHG20,,,,,,,,,
2020,GHC79,,,,,,,,,
2020,GHB80,,,,,,,,,
2020,GHF85,,,,,,,,,
2020,GHD44,,,,,,,,,
2020,GHF90,,,,,,,,,
2020,GHC08,,,,,,,,,
2020,GHF59,,,,,,,,,
2020,GHC28,,,,,,,,,
2020,GHF70,,,,,,,,,
2020,GHG46,,,,,,,,,
2020,GHD54,,,,,,,,,
2020,GHF30,,,,,,,,,
2020,GHD56,,,,,,,,,
2020,GHF46,,,,,,,,,
2020,GHD02,,,,,,,,,
2020,GHF76,,,,,,,,,
2020,GHD20,,,,,,,,,
2020,GHF19,,,,,,,,,
2020,GHD21,,,,,,,,,
2020,GHG39,,,,,,,,,
2020,GHB99,,,,,,,,,
2020,GHF21,,,,,,,,,
2020,GHB54,,,,,,,,,
2020,GHF07,,,,,,,,,
2020,GHD58,,,,,,,,,
2020,GHF31,,,,,,,,,
2020,GHD49,,,,,,,,,
2020,GHF80,,,,,,,,,
2020,GHC54,,,,,,,,,
2020,GHG75,,,,,,,,,
2020,GHB85,,,,,,,,,
2020,GHD84,,,,,,,,,
2020,GHB86,,,,,,,,,
2020,GHB61,,,,,,,,,
2020,GHD88,,,,,,,,,
2020,GHC00,,,,,,,,,
2020,GHB66,,,,,,,,,
2020,GHD90,,,,,,,,,
2020,GHB43,,,,,,,,,
2020,GHD94,,,,,,,,,
2020,GHB52,,,,,,,,,
2020,GHD96,,,,,,,,,
2020,GHD48,,,,,,,,,
2020,GHG33,,,,,,,,,
2020,GHF89,,,,,,,,,
2020,GHC77,,,,,,,,,
2020,GHD45,,,,,,,,,
2020,GHD46,,,,,,,,,
2020,GHG10,,,,,,,,,
2020,GHC25,,,,,,,,,
2020,GHF28,,,,,,,,,
2020,GHD35,,,,,,,,,
2020,GHF78,,,,,,,,,
2020,GHD57,,,,,,,,,
2020,GHC04,,,,,,,,,
2020,GHF94,,,,,,,,,
2020,GHC14,,,,,,,,,
2020,GHF53,,,,,,,,,
2020,GHC20,,,,,,,,,
2020,GHG60,,,,,,,,,
2020,GHD92,,,,,,,,,
2020,GHC21,,,,,,,,,
2020,GHC82,,,,,,,,,
2020,GHC87,,,,,,,,,
2020,GHF34,,,,,,,,,
2020,GHB84,,,,,,,,,
2020,GHG14,,,,,,,,,
2020,GHD19,,,,,,,,,
2020,GHF18,,,,,,,,,
2020,GHG59,,,,,,,,,
2020,GHD28,,,,,,,,,
2020,GHG35,,,,,,,,,
2020,GHF41,,,,,,,,,
2020,GHD29,,,,,,,,,
2020,GHF74,,,,,,,,,
2020,GHD77,,,,,,,,,
2020,GHC85,,,,,,,,,
2020,GHF33,,,,,,,,,
2020,GHB62,,,,,,,,,
2020,GHD89,,,,,,,,,
2020,GHC56,,,,,,,,,
2020,GHC44,,,,,,,,,
2020,GHG52,,,,,,,,,
2020,GHC49,,,,,,,,,
2020,GHF23,,,,,,,,,
2020,GHC09,,,,,,,,,
2020,GHF50,,,,,,,,,
2020,GHG38,,,,,,,,,
2020,GHB77,,,,,,,,,
2020,GHF84,,,,,,,,,
2020,GHD47,,,,,,,,,
2020,GHF24,,,,,,,,,
2020,GHD71,,,,,,,,,
2020,GHC29,,,,,,,,,
2020,GHF91,,,,,,,,,
2020,GHD52,,,,,,,,,
2020,GLN64,,,,,,,,,
2020,GHD53,,,,,,,,,
2020,GHF71,,,,,,,,,
2020,GHC01,,,,,,,,,
2020,GHG74,,,,,,,,,
2020,GHC02,,,,,,,,,
2020,GHG31,,,,,,,,,
2020,GHC13,,,,,,,,,
2020,GHG44,,,,,,,,,
2020,GHF95,,,,,,,,,
2020,GHD40,,,,,,,,,
2020,GHG00,,,,,,,,,
2020,GHC84,,,,,,,,,
2020,GHF98,,,,,,,,,
2020,GHC91,,,,,,,,,
2020,GHD22,,,,,,,,,
2020,GHG26,,,,,,,,,
2020,GHD23,,,,,,,,,
2020,GHG53,,,,,,,,,
2020,GHD31,,,,,,,,,
2020,GHG02,,,,,,,,,
2020,GHD33,,,,,,,,,
2020,GHF43,,,,,,,,,
2020,GHC69,,,,,,,,,
2020,GHB79,,,,,,,,,
2020,GHF12,,,,,,,,,
2020,GHD50,,,,,,,,,
2020,GHF81,,,,,,,,,
2020,GHC52,,,,,,,,,
2020,GHG12,,,,,,,,,
2020,GHB58,,,,,,,,,
2020,GHD85,,,,,,,,,
2020,GHB96,,,,,,,,,
2020,GHF36,,,,,,,,,
2020,GHC46,,,,,,,,,
2020,GHF67,,,,,,,,,
2020,GHC48,,,,,,,,,
2020,GHD69,,,,,,,,,
2020,GHB49,,,,,,,,,
2020,GHD95,,,,,,,,,
2020,GHB63,,,,,,,,,
2020,GHD98,,,,,,,,,
2020,GHC24,,,,,,,,,
2020,GHF27,,,,,,,,,
2020,GHC26,,,,,,,,,
2020,GHF09,,,,,,,,,
2020,GHB40,,,,,,,,,
2020,GHF03,,,,,,,,,
2020,GHC05,,,,,,,,,
2020,GHF32,,,,,,,,,
2020,GHC16,,,,,,,,,
2020,GHC18,,,,,,,,,
2020,GLN65,,,,,,,,,
2020,GHC19,,,,,,,,,
2020,GHF96,,,,,,,,,
2020,GHC86,,,,,,,,,
2020,GHG51,,,,,,,,,
2020,GHD37,,,,,,,,,
2020,GHF37,,,,,,,,,
2020,GHD00,,,,,,,,,
2020,GHF39,,,,,,,,,
2020,GHD01,,,,,,,,,
2020,GHF40,,,,,,,,,
2020,GHD27,,,,,,,,,
2020,GHF77,,,,,,,,,
2020,GHD30,,,,,,,,,
2020,GHF42,,,,,,,,,
2020,GHC68,,,,,,,,,
2020,GHF79,,,,,,,,,
2020,GHC10,,,,,,,,,
2020,GHG16,,,,,,,,,
2020,GHB51,,,,,,,,,
2020,GHD87,,,,,,,,,
2020,GHB65,,,,,,,,,
2020,GHB57,,,,,,,,,
2020,GHD97,,,,,,,,,
2020,GHD42,,,,,,,,,
2020,GHF38,,,,,,,,,
2020,GHC88,,,,,,,,,
2020,GHG32,,,,,,,,,
2020,GHB30,,,,,,,,,
2020,GHD32,,,,,,,,,
2020,GHG28,,,,,,,,,
2020,GHD82,,,,,,,,,
2020,GHB60,,,,,,,,,
2020,GHF05,,,,,,,,,
2020,GHB46,,,,,,,,,
2020,GHD81,,,,,,,,,
2020,GHC27,,,,,,,,,
2020,GHG71,,,,,,,,,
2020,GHB78,,,,,,,,,
2020,GHF00,,,,,,,,,
2020,GHC83,,,,,,,,,
2020,GHG22,,,,,,,,,
2020,GHD39,,,,,,,,,
2020,GHB87,,,,,,,,,
2020,GHF63,,,,,,,,,
2020,GHD25,,,,,,,,,
2020,GHF20,,,,,,,,,
2020,GHG34,,,,,,,,,
2020,GHD61,,,,,,,,,
2020,GHG29,,,,,,,,,
2020,GHD66,,,,,,,,,
2020,GHG62,,,,,,,,,
2020,GHF52,,,,,,,,,
2020,GHD73,,,,,,,,,
2020,GHB34,,,,,,,,,
2020,GHF01,,,,,,,,,
2020,GHC03,,,,,,,,,
2020,GHG15,,,,,,,,,
2020,GHC90,,,,,,,,,
2020,GHF35,,,,,,,,,
2020,GHG57,,,,,,,,,
2020,GHB47,,,,,,,,,
2020,GHC34,,,,,,,,,
2020,GHC36,,,,,,,,,
2020,GHG73,,,,,,,,,
2020,GHF48,,,,,,,,,
